"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","conttype2","context","trialtype","content","qtype","conttype","naturalness","comment","experiment"
"S_333","Y","50s","F","OTH","MA",NA,"multi","","","Sally","c2","neg","evenh","call","evenq","c1",71,"","exp3b"
"S_333","Y","50s","F","OTH","MA",NA,"multi","","","Alice","c2","neut","mnpi","wink","pq","c1",10,"","exp3b"
"S_333","Y","50s","F","OTH","MA",NA,"multi","","","Lily","c2","neut2","snpi","anything","pnq","c1",1,"","exp3b"
"S_333","Y","50s","F","OTH","MA",NA,"multi","","","Jacob","c2","neg","evenl","grain","evenpnq","c1",98,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",87,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Roy","c2","neut","snpi","ever","pnq2","c1",66,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Alice","c2","neg","mnpi","wink","pq","c1",26,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Matt","c2","neut","evenh","solve","evenq","c1",13,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",63,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Carrie","c2","neut2","evenl","inkling","evenpnq","c1",23,"","exp3b"
"S_415","Y","60s","M","CAU","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","noever2","c2",86,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Prue","TRUE","c1","filler","base1c","res","FALSE",26,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Matt","c2","pos","evenh","read","evenq","c1",14,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Lydia","yespre","c1","filler","someclimb","yesever","c2",38,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Carrie","c2","neut","evenl","inkling","evenpnq","c1",52,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Lily","c2","neg","snpi","anything","pnq2","c1",75,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Andrew","c2","neut2","mnpi","clue","pq","c1",88,"","exp3b"
"S_191","Y","40s","F","CAU","OT",NA,"","Oklahoma","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Carrie","c2","neut2","evenl","inkling","evenq","c1",100,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Matt","c2","neut","evenh","read","pnq","c1",100,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",40,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Andrew","c2","neg","mnpi","give","evenpnq","c1",100,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Roy","c2","neut","snpi","ever","pq2","c1",45,"","exp3b"
"S_214","Y","30s","F","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",95,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Andrew","c2","neg","mnpi","give","pq","c1",95,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Roy","c2","neut","snpi","anytime","pnq","c1",87,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",94,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Carrie","c2","neut2","evenl","inkling","evenpnq","c1",93,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Matt","c2","neut","evenh","read","evenq","c1",60,"","exp3b"
"S_102","Y","30s","F","LAT","MA",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",93,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",45,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Jacob","c2","neut2","evenl","smallest","pnq","c1",100,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",72,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",0,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Andrew","c2","neg","mnpi","give","evenq","c1",100,"","exp3b"
"S_432","Y","40s","M","AFR","MA",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",100,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",93,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",10,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Sally","c2","neut","evenh","call","pnq","c1",100,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Jacob","c2","neut2","evenl","smallest","evenq","c1",65,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",100,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Alice","c2","neg","mnpi","wink","evenpnq","c1",100,"","exp3b"
"S_255","Y","20s","M","ASI","WE",NA,"","","","Lily","c2","neut","snpi","anything","pq2","c1",86,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",100,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Roy","c2","neut2","snpi","ever","pnq2","c1",20,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Jacob","c2","neg","evenl","smallest","evenpnq","c1",39,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Alice","c2","neut","mnpi","wink","pq","c1",17,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Sally","c2","neg","evenh","praise","evenq","c1",46,"","exp3b"
"S_325","Y","20s","M","CAU","RO",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",12,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",15,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Carrie","c2","neut","evenl","hint","pq","c1",71,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",88,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Roy","c2","neg","snpi","ever","evenq","c1",100,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Matt","c2","pos","evenh","read","evenpnq","c1",0,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3b"
"S_272","Y","30s","F","CAU","SO",NA,"","","","Andrew","c2","neut2","mnpi","clue","pnq","c1",53,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",80,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Carrie","c2","neut2","evenl","inkling","pnq","c1",45,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",74,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",85,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",31,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",86,"","exp3b"
"S_178","Y","30s","M","CAU","SW",NA,"","","","Alice","c2","neg","mnpi","wink","evenq","c1",29,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",85,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Andrew","c2","neut2","mnpi","clue","pq","c1",100,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",55,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Jacob","c2","neut","evenl","smallest","evenpnq","c1",84,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Lily","c2","neg","snpi","anything","pnq","c1",45,"","exp3b"
"S_295","Y","40s","M","CAU","MW",NA,"","","","Sally","c2","pos","evenh","call","evenq","c1",77,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",83,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",100,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",0,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",35,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",75,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",59,"","exp3b"
"S_125","Y","20s","F","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","ever","pnq2","c1",4,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",73,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",48,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Carrie","c2","neg","evenl","inkling","pq","c1",63,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Andrew","c2","neut","mnpi","give","pnq","c1",80,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Sally","c2","neg","evenh","call","evenpnq","c1",45,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Lily","c2","neut2","snpi","anything","evenq","c1",86,"","exp3b"
"S_39","Y","30s","F","CAU","NE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",22,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",24,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Alice","c2","neut2","mnpi","wink","pq","c1",71,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",11,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Lily","c2","neg","snpi","anything","pnq","c1",6,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Matt","c2","pos","evenh","read","evenq","c1",3,"","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Jacob","c2","neut","evenl","smallest","evenpnq","c1",19,"Jacob should have added paint after leftover. That would be more natural.","exp3b"
"S_4","Y","50s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",70,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",92,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",2,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Lily","c2","neut","snpi","anything","pq","c1",29,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",17,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Jacob","c2","neut2","evenl","smallest","evenq","c1",92,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Andrew","c2","neg","mnpi","give","evenpnq","c1",88,"","exp3b"
"S_207","Y","60s","F","CAU","MW",NA,"","","","Matt","c2","neut","evenh","solve","pnq","c1",89,"","exp3b"
"S_369","Y","20s","F","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",85,"","exp3b"
"S_369","Y","20s","F","CAU","MA",NA,"","","","Lily","c2","neut2","snpi","anything","pq2","c1",100,"","exp3b"
"S_369","Y","20s","F","CAU","MA",NA,"","","","Matt","c2","neg","evenh","read","pnq","c1",15,"","exp3b"
