"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","trialtype","content","qtype","context","rescontent","resvalence","sent1","sent2","comment","experiment"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",5,100,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",96,93,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",86,100,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Sally","evenh","call","evenpnq","c1","call","neg",1,100,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Lily","snpi","anything","evenq","c1","anything","pos",100,100,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",20,95,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",90,100,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",100,97,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,95,"","exp1a"
"S_146","Y","20s","F","CAU","SW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,89,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",76,74,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",7,64,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",88,86,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","pos",38,81,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Sally","evenh","call","evenpnq","c1","call","neg",20,79,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",23,61,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",3,3,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",54,70,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",46,70,"","exp1a"
"S_173","Y","20s","M","CAU","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",6,87,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",66,60,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",35,43,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",32,40,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Andrew","mnpi","give","evenpnq","c1","give","neg",64,56,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",25,40,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",87,72,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Jacob","evenl","grain","evenq","c1","grain","pos",64,88,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Roy","snpi","anytime","pq","c1","anytime","pos",72,71,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Matt","evenh","solve","pnq","c1","solve","neg",77,80,"","exp1a"
"S_59","Y","40s","M","CAU","MA",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",62,45,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Lily","snpi","anything","pq","c1","anything","pos",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Jacob","evenl","grain","evenq","c1","grain","pos",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Andrew","mnpi","give","evenpnq","c1","give","neg",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Sally","evenh","call","pnq","c1","call","neg",100,100,"","exp1a"
"S_160","Y","20s","F","CAU","MW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,30,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,91,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",0,82,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Roy","snpi","anytime","pq","c1","anytime","neg",100,92,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","David","filler","too","filler2","c1","tooeither","pos",100,81,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Matt","evenh","solve","pnq","c1","solve","pos",100,86,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",9,0,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Alice","mnpi","lift","evenpnq","c1","lift","pos",72,86,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Carrie","evenl","inkling","evenq","c1","inkling","neg",100,100,"","exp1a"
"S_180","Y","30s","M","CAU","WE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",100,85,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",19,22,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",99,31,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Sally","evenh","call","pq","c1","call","neg",98,18,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",78,29,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Carrie","evenl","inkling","pnq","c1","inkling","pos",97,38,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",99,72,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",97,71,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,2,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",99,26,"","exp1a"
"S_343","Y","30s","F","CAU","SO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",60,83,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",10,23,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Matt","evenh","solve","evenq","c1","solve","neg",100,100,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",23,34,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",23,48,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Carrie","evenl","inkling","evenpnq","c1","inkling","pos",99,100,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Roy","snpi","anytime","pnq","c1","anytime","pos",100,100,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",100,79,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Alice","mnpi","lift","pq","c1","lift","neg",100,100,"","exp1a"
"S_229","Y","30s","M","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",92,93,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,93,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Lily","snpi","anything","evenq","c1","anything","neg",93,92,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","pos",91,96,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",2,0,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Sally","evenh","call","evenpnq","c1","call","pos",92,91,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",94,99,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",95,93,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","David","filler","either","filler3","c1","tooeither","pos",36,39,"","exp1a"
"S_373","Y","30s","M","CAU","NE",NA,"","","","Jacob","evenl","grain","pq","c1","grain","neg",93,98,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",100,88,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,99,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",100,100,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",99,99,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",79,66,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Jacob","evenl","grain","pnq","c1","grain","pos",100,100,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Matt","evenh","solve","pq","c1","solve","neg",86,100,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",100,99,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",15,85,"","exp1a"
"S_262","Y","40s","M","CAU","WE",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",24,99,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",9,74,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",79,88,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Carrie","evenl","inkling","pnq","c1","inkling","pos",52,80,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",56,83,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Matt","evenh","solve","pq","c1","solve","neg",90,78,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",82,93,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",61,89,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",84,85,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",5,86,"","exp1a"
"S_84","Y","20s","M","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",90,93,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,88,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",90,86,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","David","filler","too","filler2","c1","tooeither","pos",0,73,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Alice","mnpi","lift","evenpnq","c1","lift","pos",10,42,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","neg",20,66,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Matt","evenh","solve","pnq","c1","solve","pos",78,100,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,15,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Carrie","evenl","inkling","evenq","c1","inkling","neg",62,72,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",88,79,"","exp1a"
"S_4","Y","20s","F","CAU","WE",NA,"","","","Roy","snpi","anytime","pq","c1","anytime","neg",93,95,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",84,89,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",16,81,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Jacob","evenl","grain","evenq","c1","grain","neg",39,76,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",7,57,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Lily","snpi","anything","pq","c1","anything","neg",83,97,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","neg",23,82,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Andrew","mnpi","give","evenpnq","c1","give","pos",72,77,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","David","filler","too","filler2","c1","tooeither","pos",77,81,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",27,89,"","exp1a"
"S_300","Y","20s","F","CAU","MA",NA,"","","","Sally","evenh","call","pnq","c1","call","pos",69,79,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Prue","filler","TRUE","base1","c1","TRUE","neg",100,4,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Dean","filler","FALSE","base2","c1","FALSE","pos",0,2,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Lydia","filler","anynot","filler1","c1","anynot","neg",98,85,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","David","filler","too","filler2","c1","tooeither","pos",87,80,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Lily","snpi","anything","pq","c1","anything","neg",100,0,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Carrie","evenl","inkling","evenq","c1","inkling","neg",100,96,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Beth","filler","FALSE","base3","c1","false3","neg",0,0,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Andrew","mnpi","give","evenpnq","c1","give","pos",100,0,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Sally","evenh","call","pnq","c1","call","pos",100,80,"","exp1a"
"S_235","Y","40s","F","CAU","MA",NA,"","","I enjoyed this experiment thank you =)","Richard","filler","FALSE","base4","c1","false4","pos",5,100,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",40,100,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",89,40,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Andrew","mnpi","give","pnq","c1","give","neg",70,87,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",85,35,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",13,90,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",25,75,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",20,11,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","pos",90,60,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Jacob","evenl","grain","pq","c1","grain","pos",92,31,"","exp1a"
"S_170","Y","20s","F","NAT","SW",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",11,87,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",92,97,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",94,91,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",93,85,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Lily","snpi","anything","evenq","c1","anything","pos",39,79,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Jacob","evenl","grain","pq","c1","grain","pos",93,94,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",96,93,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",36,77,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",94,71,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",13,84,"","exp1a"
"S_209","Y","30s","M","AFR","MW",NA,"","","","Andrew","mnpi","give","pnq","c1","give","neg",87,90,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",7,86,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",92,34,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Andrew","mnpi","give","pq","c1","give","pos",92,83,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","David","filler","either","filler3","c1","tooeither","pos",45,73,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",11,64,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",94,84,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Matt","evenh","solve","evenq","c1","solve","pos",76,89,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Carrie","evenl","inkling","evenpnq","c1","inkling","neg",90,81,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Roy","snpi","anytime","pnq","c1","anytime","neg",91,73,"","exp1a"
"S_320","Y","20s","F","CAU","MA",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",41,23,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",63,0,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",62,0,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",23,66,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",40,0,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",4,76,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",65,50,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",68,67,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Matt","evenh","solve","pq","c1","solve","neg",78,50,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Lily","snpi","anything","evenpnq","c1","anything","pos",67,14,"","exp1a"
"S_114","Y","30s","F","CAU","RO",NA,"","","","Jacob","evenl","grain","pnq","c1","grain","pos",31,57,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",99,100,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,100,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",88,70,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",0,71,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",99,100,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",34,88,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",97,100,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,0,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","pos",100,98,"","exp1a"
"S_186","Y","20s","F","CAU","NE",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",100,100,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",14,79,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",95,85,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",92,46,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",13,80,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",36,63,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Andrew","mnpi","give","pnq","c1","give","neg",83,66,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",17,73,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",76,63,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",34,24,"","exp1a"
"S_357","Y","20s","M","CAU","MW",NA,"","","","Lily","snpi","anything","evenq","c1","anything","pos",87,82,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",12,73,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",77,80,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Andrew","mnpi","give","evenq","c1","give","neg",81,83,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",85,85,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",14,79,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",88,68,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Carrie","evenl","inkling","pnq","c1","inkling","pos",88,84,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Sally","evenh","call","pq","c1","call","neg",87,83,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","Lily","snpi","anything","evenpnq","c1","anything","pos",94,88,"","exp1a"
"S_295","Y","20s","F","CAU","WE",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",79,77,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",25,86,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",95,82,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","David","filler","either","filler3","c1","tooeither","pos",27,87,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Andrew","mnpi","give","pnq","c1","give","pos",97,98,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",87,68,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",80,87,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","neg",67,91,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",8,66,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Sally","evenh","call","evenpnq","c1","call","pos",90,95,"","exp1a"
"S_248","Y","30s","F","CAU","SO",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","neg",84,71,"","exp1a"
"S_48","Y","30s","M","CAU","MW",NA,"","","no comments","Dean","filler","FALSE","base2","c1","FALSE","pos",17,89,"","exp1a"
"S_48","Y","30s","M","CAU","MW",NA,"","","no comments","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_48","Y","30s","M","CAU","MW",NA,"","","no comments","Andrew","mnpi","give","pq","c1","give","neg",100,100,"","exp1a"
"S_48","Y","30s","M","CAU","MW",NA,"","","no comments","David","filler","either","filler3","c1","tooeither","neg",14,100,"","exp1a"
"S_48","Y","30s","M","CAU","MW",NA,"","","no comments","Richard","filler","FALSE","base4","c1","false4","pos",74,80,"","exp1a"
